형태소,품사,문어_횟수,문어_비율,문어_파일,문어_의미,구어_횟수,구어_의미,구어_파일,구어_의미,전체_횟수,전체_비율,전체_파일,전체_의미
푸르덩덩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
푸르데데,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
푸르스럼,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
푸르퉁퉁,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
푸석푸석,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
하야무레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
허여멀쑥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
학자연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
함추름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
해낙낙,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
해납작,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
허수름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
허우룩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
회뿌윰,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
후즐근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
후텁텁,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
흐드분,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
희멀쑥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
희부염,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
희부윰,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
희뿌염,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
희뿌윰,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거므수레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거칠거칠,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거푸수수,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
건건껍질,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
건건찝찝,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
구깃구깃,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
구리칙칙,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
근질근질,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
긴가만가,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
까랑까랑,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
까마아득,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
까무족족,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
까슬까슬,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꺼무죽죽,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꺼칠꺼칠,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
껄쩍지근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꼬들꼬들,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꼬로스럼,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꽁꽁땅꼼,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
나른나른,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
날짝지근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
너부데데,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
넓적스름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
노르무레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
노릿노릿,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뇌리끼리,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
누척지근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
느리차분,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
느리터분,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
늘적지근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
다이내믹,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
다재다능,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
달곰쌉쌀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
달보드레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
동글우뚝,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
두런두런,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
둥글넙적,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뚜릿뚜릿,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뜨끈뜨끈,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
맨들맨들,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
맹송맹송,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
메부수수,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무궁무궁,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
보들녹진,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
보유스름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
볼그죽죽,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불그무레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불그스럼,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불그우레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
누르끼,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
늙으막,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
득시글,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
듬성긋,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
떠르르,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
만지작,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
매지근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무덥덥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무뚝둑,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무자력,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무정처,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무주룩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
무지륵,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
물커덩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
미끈덩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
미끈둥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
민두름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
반드레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
보송송,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
부정당,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불철저,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
비뚜름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
새초롬,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시쁘둥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
시쁘장,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쌉싸래,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
씁스레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
씨그동,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
씨무룩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
아리숭,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
아삼삼,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
알달딸,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
야시시,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
얄포름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어긋동,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어기뚱,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어떨떨,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어쩡쩡,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
엇구수,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
엇비슥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
우선시,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
우악살,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
자오록,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
작달만,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
잘구레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
지지직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짝달막,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짧달막,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짭쪼름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짭찌레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쬐그마,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쬐그만,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쬐끄마,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찌무룩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찌뿌드,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찌뿌듯,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찌뿌등,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찝찌름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
천연덕,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
출무성,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
치유력,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
팡파짐,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
평퍼짐,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
하분분,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
토옥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
투덜,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
툭툭,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
툽툽,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
트릿,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
특수,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
특정,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
특특,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
틉틉,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
파근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
파름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
편만,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
평준,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
평탄,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
표묘,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
푸군,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
풍려,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
피상,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
피폐,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
필사,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
하구,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
하늘,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
할끔,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
함함,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
합죽,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
허루,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
허룩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
허천,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
허화,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
헌앙,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
헌출,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
헌헌,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
헐직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
헬쓱,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
현현,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
호꼰,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
호연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
혼침,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
혼혼,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
홍건,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
화순,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
효순,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
효우,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
휘움,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
흉패,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
흐믓,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
흔곤,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
흡습,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
흥청,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
희부,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
희유,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
가마득,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
개요란,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거들먹,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거무레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
거치적,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
구시렁,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
구주레,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
그럼직,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
께끄름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꼬불탕,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
꾸무럭,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
끄느름,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
난분분,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
장려,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
장항,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
적료,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
적연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
적요,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
적호,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
전실,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
전아,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
전연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
전전,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
점조,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
정일,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
조루,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
조마,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
조만,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
조방,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
조쌀,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
조초,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
존고,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
종용,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
주도,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
준극,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
준절,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
중시,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
즉자,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
지존,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
진뜩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
진배,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
질소,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
질쭉,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
질컥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
짭잘,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쭈뼛,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찟찟,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
차치,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
참렬,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
찹찹,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
창망,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
창졸,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
창황,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
천박,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
첩첩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
청고,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
청상,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
청정,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
초급,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
초초,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
촐촐,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
총민,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
추례,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
추루,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
추적,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
충실,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
충천,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
치렁,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
콤콤,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쿰쿰,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
쿵쿵,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
크낙,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
큼큼,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
탁절,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
탄솔,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
탐탐,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
토박,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
앙당,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
애뜻,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
애애,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
앤간,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
약약,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
약차,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
얄삭,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
얄상,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
얄쌍,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
얇상,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
양명,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어른,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어린,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어릿,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어슥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
어젓,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
억억,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
언간,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
엄전,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
엉설,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
엥간,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
여들,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
여릿,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
여북,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
연유,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
염담,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
염염,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
영묘,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
영영,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
영절,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
오뚝,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
옴찍,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
옴팍,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
옹울,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
완전,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
완패,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
요연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
용립,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
우꾼,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
우북,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
우원,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
운운,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
울먹,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
울연,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
원원,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
원융,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
원활,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
위요,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
위허,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
유능,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
유비,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
유효,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
육실,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
은벽,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
음충,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
음탄,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
의열,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
의의,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
이지,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
일원,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
자약,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
작신,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
잔약,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
잘록,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불긋,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불룩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불썅,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
불카,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
비뚤,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
비상,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
비쭉,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
빤듯,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
빼곡,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
빼뚤,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
뻐덩,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
삐닥,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
사근,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
사뿐,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
산비,XR,1,0.00%,1,0,0,0.00%,0,0,1,0.00%,1,0
