형태소,품사,문어_횟수,문어_비율,문어_파일,문어_의미,구어_횟수,구어_의미,구어_파일,구어_의미,전체_횟수,전체_비율,전체_파일,전체_의미
얄밉,VA,95,0.00%,58,0,2,0.00%,2,0,97,0.00%,60,0
차디차,VA,97,0.00%,53,0,0,0.00%,0,0,97,0.00%,53,0
장하,VA,96,0.00%,54,2,0,0.00%,0,0,96,0.00%,54,2
이롭,VA,95,0.00%,56,1,1,0.00%,1,0,96,0.00%,57,1
달갑,VA,93,0.00%,71,0,1,0.00%,1,0,94,0.00%,72,0
그럴싸하,VA,92,0.00%,62,0,0,0.00%,0,0,92,0.00%,62,0
헤프,VA,91,0.00%,54,0,1,0.00%,1,0,92,0.00%,55,0
멋쩍,VA,90,0.00%,47,0,2,0.00%,2,0,92,0.00%,49,0
앳되,VA,92,0.00%,60,0,0,0.00%,0,0,92,0.00%,60,0
용하,VA,92,0.00%,48,1,0,0.00%,0,0,92,0.00%,48,1
옅,VA,88,0.00%,53,0,3,0.00%,2,0,91,0.00%,55,0
뼈아프,VA,90,0.00%,69,0,1,0.00%,1,0,91,0.00%,70,0
후하,VA,88,0.00%,60,0,1,0.00%,1,0,89,0.00%,61,0
푸르르,VA,87,0.00%,49,0,2,0.00%,1,0,89,0.00%,50,0
쎄,VA,8,0.00%,5,0,80,0.00%,23,0,88,0.00%,28,0
힘세,VA,86,0.00%,55,0,1,0.00%,1,0,87,0.00%,56,0
묽,VA,87,0.00%,35,0,0,0.00%,0,0,87,0.00%,35,0
드높,VA,87,0.00%,52,0,0,0.00%,0,0,87,0.00%,52,0
힘없,VA,86,0.00%,59,0,0,0.00%,0,0,86,0.00%,59,0
보드랍,VA,82,0.00%,38,0,1,0.00%,1,0,83,0.00%,39,0
높다랗,VA,83,0.00%,51,0,0,0.00%,0,0,83,0.00%,51,0
새빨갛,VA,82,0.00%,53,0,1,0.00%,1,0,83,0.00%,54,0
부르,VA,78,0.00%,50,0,4,0.00%,4,0,82,0.00%,54,0
길다랗,VA,80,0.00%,46,0,2,0.00%,2,0,82,0.00%,48,0
섣부르,VA,79,0.00%,53,0,1,0.00%,1,0,80,0.00%,54,0
너르,VA,80,0.00%,42,0,0,0.00%,0,0,80,0.00%,42,0
버겁,VA,80,0.00%,55,0,0,0.00%,0,0,80,0.00%,55,0
어딨,VA,0,0.00%,0,0,80,0.00%,50,0,80,0.00%,50,0
사사롭,VA,79,0.00%,51,0,0,0.00%,0,0,79,0.00%,51,0
외지,VA,79,0.00%,54,0,0,0.00%,0,0,79,0.00%,54,0
한없,VA,79,0.00%,54,0,0,0.00%,0,0,79,0.00%,54,0
아니꼽,VA,76,0.00%,39,0,2,0.00%,2,0,78,0.00%,41,0
덧없,VA,78,0.00%,47,0,0,0.00%,0,0,78,0.00%,47,0
미심쩍,VA,78,0.00%,54,0,0,0.00%,0,0,78,0.00%,54,0
정답,VA,76,0.00%,41,0,1,0.00%,1,0,77,0.00%,42,0
해맑,VA,76,0.00%,55,0,0,0.00%,0,0,76,0.00%,55,0
미덥,VA,75,0.00%,60,0,0,0.00%,0,0,75,0.00%,60,0
수상쩍,VA,74,0.00%,45,0,0,0.00%,0,0,74,0.00%,45,0
굳세,VA,74,0.00%,51,0,0,0.00%,0,0,74,0.00%,51,0
애꿎,VA,74,0.00%,61,0,0,0.00%,0,0,74,0.00%,61,0
만만찮,VA,73,0.00%,60,0,0,0.00%,0,0,73,0.00%,60,0
동떨어지,VA,73,0.00%,53,0,0,0.00%,0,0,73,0.00%,53,0
껄끄럽,VA,68,0.00%,51,0,4,0.00%,3,0,72,0.00%,54,0
험상궂,VA,72,0.00%,52,0,0,0.00%,0,0,72,0.00%,52,0
간지럽,VA,64,0.00%,45,0,6,0.00%,4,0,70,0.00%,49,0
변함없,VA,69,0.00%,54,0,0,0.00%,0,0,69,0.00%,54,0
후미지,VA,68,0.00%,44,0,0,0.00%,0,0,68,0.00%,44,0
거추장스럽,VA,68,0.00%,57,0,0,0.00%,0,0,68,0.00%,57,0
드세,VA,66,0.00%,46,0,1,0.00%,1,0,67,0.00%,47,0
앙증맞,VA,66,0.00%,38,0,0,0.00%,0,0,66,0.00%,38,0
깡마르,VA,65,0.00%,42,0,1,0.00%,1,0,66,0.00%,43,0
구슬프,VA,66,0.00%,45,0,0,0.00%,0,0,66,0.00%,45,0
날쌔,VA,64,0.00%,39,0,1,0.00%,1,0,65,0.00%,40,0
실없,VA,65,0.00%,32,0,0,0.00%,0,0,65,0.00%,32,0
쓰디쓰,VA,64,0.00%,46,0,0,0.00%,0,0,64,0.00%,46,0
시꺼멓,VA,63,0.00%,31,0,1,0.00%,1,0,64,0.00%,32,0
을씨년스럽,VA,63,0.00%,43,0,0,0.00%,0,0,63,0.00%,43,0
구석지,VA,63,0.00%,35,0,0,0.00%,0,0,63,0.00%,35,0
검푸르,VA,62,0.00%,36,0,1,0.00%,1,0,63,0.00%,37,0
비탈지,VA,63,0.00%,37,0,0,0.00%,0,0,63,0.00%,37,0
휑하,VA,61,0.00%,40,0,1,0.00%,1,0,62,0.00%,41,0
발갛,VA,61,0.00%,40,0,1,0.00%,1,0,62,0.00%,41,0
마렵,VA,62,0.00%,40,0,0,0.00%,0,0,62,0.00%,40,0
시원찮,VA,58,0.00%,43,0,3,0.00%,2,0,61,0.00%,45,0
웂,VA,61,0.00%,1,0,0,0.00%,0,0,61,0.00%,1,0
그렇잖,VA,61,0.00%,31,0,0,0.00%,0,0,61,0.00%,31,0
습하,VA,58,0.00%,38,0,2,0.00%,2,0,60,0.00%,40,0
뻘겋,VA,58,0.00%,29,0,1,0.00%,1,0,59,0.00%,30,0
느닷없,VA,59,0.00%,43,0,0,0.00%,0,0,59,0.00%,43,0
덩그렇,VA,58,0.00%,44,0,0,0.00%,0,0,58,0.00%,44,0
어여쁘,VA,57,0.00%,37,0,1,0.00%,1,0,58,0.00%,38,0
비뚤,VA,57,0.00%,18,0,0,0.00%,0,0,57,0.00%,18,0
수없,VA,57,0.00%,37,0,0,0.00%,0,0,57,0.00%,37,0
중하,VA,54,0.00%,40,0,2,0.00%,2,0,56,0.00%,42,0
당차,VA,53,0.00%,38,0,3,0.00%,2,0,56,0.00%,40,0
고되,VA,56,0.00%,26,0,0,0.00%,0,0,56,0.00%,26,0
성기,VA,56,0.00%,40,0,0,0.00%,0,0,56,0.00%,40,0
모나,VA,52,0.00%,33,0,3,0.00%,2,0,55,0.00%,35,0
다부지,VA,54,0.00%,43,0,1,0.00%,1,0,55,0.00%,44,0
난데없,VA,54,0.00%,37,0,0,0.00%,0,0,54,0.00%,37,0
그럴듯하,VA,54,0.00%,38,0,0,0.00%,0,0,54,0.00%,38,0
빤하,VA,53,0.00%,32,0,0,0.00%,0,0,53,0.00%,32,0
구성지,VA,53,0.00%,38,0,0,0.00%,0,0,53,0.00%,38,0
흐드러지,VA,52,0.00%,40,0,0,0.00%,0,0,52,0.00%,40,0
좁다랗,VA,52,0.00%,32,0,0,0.00%,0,0,52,0.00%,32,0
뜻있,VA,51,0.00%,29,0,1,0.00%,1,0,52,0.00%,30,0
드럽,VA,31,0.00%,13,0,21,0.00%,12,0,52,0.00%,25,0
겸연쩍,VA,52,0.00%,39,0,0,0.00%,0,0,52,0.00%,39,0
짙푸르,VA,51,0.00%,41,0,0,0.00%,0,0,51,0.00%,41,0
탐스럽,VA,51,0.00%,31,0,0,0.00%,0,0,51,0.00%,31,0
약삭빠르,VA,48,0.00%,36,0,2,0.00%,1,0,50,0.00%,37,0
영락없,VA,50,0.00%,41,0,0,0.00%,0,0,50,0.00%,41,0
방정맞,VA,48,0.00%,33,0,2,0.00%,1,0,50,0.00%,34,0
뜸하,VA,50,0.00%,37,0,0,0.00%,0,0,50,0.00%,37,0
편찮,VA,50,0.00%,31,0,0,0.00%,0,0,50,0.00%,31,0
요렇,VA,48,0.00%,26,0,2,0.00%,2,0,50,0.00%,28,0
사이좋,VA,49,0.00%,38,0,1,0.00%,1,0,50,0.00%,39,0
어림없,VA,49,0.00%,36,0,0,0.00%,0,0,49,0.00%,36,0
천연덕스럽,VA,49,0.00%,33,0,0,0.00%,0,0,49,0.00%,33,0
부옇,VA,48,0.00%,32,0,0,0.00%,0,0,48,0.00%,32,0
무르,VA,46,0.00%,32,1,2,0.00%,2,0,48,0.00%,34,1
볼품없,VA,47,0.00%,41,0,0,0.00%,0,0,47,0.00%,41,0
상스럽,VA,47,0.00%,31,1,0,0.00%,0,0,47,0.00%,31,1
새카맣,VA,47,0.00%,32,0,0,0.00%,0,0,47,0.00%,32,0
격하,VA,41,0.00%,26,0,6,0.00%,4,0,47,0.00%,30,0
거침없,VA,47,0.00%,32,0,0,0.00%,0,0,47,0.00%,32,0
맛없,VA,37,0.00%,27,0,10,0.00%,7,0,47,0.00%,34,0
허하,VA,47,0.00%,31,0,0,0.00%,0,0,47,0.00%,31,0
네모지,VA,46,0.00%,26,0,0,0.00%,0,0,46,0.00%,26,0
희뿌옇,VA,46,0.00%,31,0,0,0.00%,0,0,46,0.00%,31,0
읍,VA,45,0.00%,1,0,0,0.00%,0,0,45,0.00%,1,0
앙칼지,VA,45,0.00%,27,0,0,0.00%,0,0,45,0.00%,27,0
심술궂,VA,44,0.00%,30,0,0,0.00%,0,0,44,0.00%,30,0
설,VA,43,0.00%,26,1,1,0.00%,1,0,44,0.00%,27,1
남모르,VA,44,0.00%,38,0,0,0.00%,0,0,44,0.00%,38,0
아리땁,VA,44,0.00%,32,0,0,0.00%,0,0,44,0.00%,32,0
유례없,VA,43,0.00%,38,0,0,0.00%,0,0,43,0.00%,38,0
말갛,VA,43,0.00%,35,0,0,0.00%,0,0,43,0.00%,35,0
끈덕지,VA,43,0.00%,31,0,0,0.00%,0,0,43,0.00%,31,0
역하,VA,36,0.00%,27,0,6,0.00%,2,0,42,0.00%,29,0
양지바르,VA,41,0.00%,26,0,1,0.00%,1,0,42,0.00%,27,0
가녀리,VA,41,0.00%,28,0,0,0.00%,0,0,41,0.00%,28,0
노오랗,VA,41,0.00%,30,0,0,0.00%,0,0,41,0.00%,30,0
메스껍,VA,38,0.00%,27,0,2,0.00%,1,0,40,0.00%,28,0
더하,VA,40,0.00%,18,0,0,0.00%,0,0,40,0.00%,18,0
과하,VA,34,0.00%,28,0,6,0.00%,3,0,40,0.00%,31,0
쪼그맣,VA,4,0.00%,3,0,35,0.00%,19,0,39,0.00%,22,0
널따랗,VA,39,0.00%,20,0,0,0.00%,0,0,39,0.00%,20,0
굼뜨,VA,39,0.00%,33,0,0,0.00%,0,0,39,0.00%,33,0
보얗,VA,39,0.00%,13,0,0,0.00%,0,0,39,0.00%,13,0
맛나,VA,37,0.00%,26,0,2,0.00%,1,0,39,0.00%,27,0
희디희,VA,38,0.00%,21,0,0,0.00%,0,0,38,0.00%,21,0
진배없,VA,38,0.00%,20,0,0,0.00%,0,0,38,0.00%,20,0
가엽,VA,38,0.00%,30,0,0,0.00%,0,0,38,0.00%,30,0
재,VA,38,0.00%,24,0,0,0.00%,0,0,38,0.00%,24,0
살갑,VA,38,0.00%,27,0,0,0.00%,0,0,38,0.00%,27,0
하잘것없,VA,37,0.00%,28,0,0,0.00%,0,0,37,0.00%,28,0
정신없,VA,35,0.00%,31,0,2,0.00%,2,0,37,0.00%,33,0
약,VA,35,0.00%,25,0,2,0.00%,2,0,37,0.00%,27,0
떫,VA,36,0.00%,26,0,1,0.00%,1,0,37,0.00%,27,0
버릇없,VA,35,0.00%,26,0,2,0.00%,2,0,37,0.00%,28,0
악하,VA,28,0.00%,17,0,8,0.00%,3,0,36,0.00%,20,0
올곧,VA,36,0.00%,29,0,0,0.00%,0,0,36,0.00%,29,0
청승맞,VA,35,0.00%,26,0,0,0.00%,0,0,35,0.00%,26,0
별스럽,VA,35,0.00%,23,0,0,0.00%,0,0,35,0.00%,23,0
구리,VA,27,0.00%,21,0,8,0.00%,4,0,35,0.00%,25,0
비리,VA,34,0.00%,23,0,1,0.00%,1,0,35,0.00%,24,0
샛노랗,VA,35,0.00%,26,0,0,0.00%,0,0,35,0.00%,26,0
얼토당토않,VA,32,0.00%,20,0,2,0.00%,2,0,34,0.00%,22,0
길하,VA,34,0.00%,11,0,0,0.00%,0,0,34,0.00%,11,0
빈틈없,VA,34,0.00%,29,0,0,0.00%,0,0,34,0.00%,29,0
필요없,VA,0,0.00%,0,0,34,0.00%,25,0,34,0.00%,25,0
남부럽,VA,33,0.00%,27,0,0,0.00%,0,0,33,0.00%,27,0
급작스럽,VA,33,0.00%,29,0,0,0.00%,0,0,33,0.00%,29,0
멋들어지,VA,32,0.00%,23,0,0,0.00%,0,0,32,0.00%,23,0
깎아지르,VA,32,0.00%,27,0,0,0.00%,0,0,32,0.00%,27,0
쪼끄맣,VA,5,0.00%,5,0,27,0.00%,22,0,32,0.00%,27,0
되,VA,19,0.00%,16,0,13,0.00%,4,0,32,0.00%,20,0
똥그랗,VA,16,0.00%,9,0,16,0.00%,12,0,32,0.00%,21,0
매몰차,VA,32,0.00%,22,0,0,0.00%,0,0,32,0.00%,22,0
때늦,VA,32,0.00%,25,0,0,0.00%,0,0,32,0.00%,25,0
빛바래,VA,32,0.00%,27,0,0,0.00%,0,0,32,0.00%,27,0
파아랗,VA,31,0.00%,21,0,0,0.00%,0,0,31,0.00%,21,0
애달프,VA,31,0.00%,24,0,0,0.00%,0,0,31,0.00%,24,0
노엽,VA,31,0.00%,24,0,0,0.00%,0,0,31,0.00%,24,0
멋적,VA,31,0.00%,24,0,0,0.00%,0,0,31,0.00%,24,0
속되,VA,24,0.00%,15,0,7,0.00%,2,0,31,0.00%,17,0
휘둥그렇,VA,30,0.00%,20,0,0,0.00%,0,0,30,0.00%,20,0
주제넘,VA,30,0.00%,24,0,0,0.00%,0,0,30,0.00%,24,0
꺼멓,VA,27,0.00%,17,0,3,0.00%,3,0,30,0.00%,20,0
정하,VA,28,0.00%,19,2,2,0.00%,1,0,30,0.00%,20,2
숨차,VA,28,0.00%,26,0,2,0.00%,2,0,30,0.00%,28,0
헐하,VA,30,0.00%,21,0,0,0.00%,0,0,30,0.00%,21,0
기껍,VA,29,0.00%,20,0,0,0.00%,0,0,29,0.00%,20,0
어리숙하,VA,29,0.00%,23,0,0,0.00%,0,0,29,0.00%,23,0
계면쩍,VA,28,0.00%,25,0,0,0.00%,0,0,28,0.00%,25,0
참답,VA,28,0.00%,10,0,0,0.00%,0,0,28,0.00%,10,0
질,VA,27,0.00%,18,0,1,0.00%,1,0,28,0.00%,19,0
얄궂,VA,27,0.00%,22,0,1,0.00%,1,0,28,0.00%,23,0
참하,VA,24,0.00%,18,1,4,0.00%,3,0,28,0.00%,21,1
끄떡없,VA,27,0.00%,25,0,0,0.00%,0,0,27,0.00%,25,0
우연찮,VA,24,0.00%,18,0,3,0.00%,3,0,27,0.00%,21,0
희망차,VA,24,0.00%,21,0,2,0.00%,1,0,26,0.00%,22,0
하,VA,7,0.00%,5,0,19,0.00%,14,0,26,0.00%,19,0
기운차,VA,26,0.00%,19,0,0,0.00%,0,0,26,0.00%,19,0
섧,VA,25,0.00%,21,0,0,0.00%,0,0,25,0.00%,21,0
희부옇,VA,25,0.00%,18,0,0,0.00%,0,0,25,0.00%,18,0
케케묵,VA,24,0.00%,23,0,0,0.00%,0,0,24,0.00%,23,0
안스럽,VA,24,0.00%,17,0,0,0.00%,0,0,24,0.00%,17,0
어줍잖,VA,21,0.00%,17,0,3,0.00%,2,0,24,0.00%,19,0
날래,VA,24,0.00%,22,0,0,0.00%,0,0,24,0.00%,22,0
의롭,VA,22,0.00%,13,0,2,0.00%,1,0,24,0.00%,14,0
졸립,VA,22,0.00%,15,0,2,0.00%,1,0,24,0.00%,16,0
능글맞,VA,24,0.00%,18,0,0,0.00%,0,0,24,0.00%,18,0
간드러지,VA,23,0.00%,20,0,0,0.00%,0,0,23,0.00%,20,0
쌀쌀맞,VA,23,0.00%,18,0,0,0.00%,0,0,23,0.00%,18,0
아낌없,VA,23,0.00%,22,0,0,0.00%,0,0,23,0.00%,22,0
덜하,VA,23,0.00%,20,0,0,0.00%,0,0,23,0.00%,20,0
좆같,VA,17,0.00%,7,0,6,0.00%,2,0,23,0.00%,9,0
긴하,VA,23,0.00%,11,0,0,0.00%,0,0,23,0.00%,11,0
문제없,VA,15,0.00%,13,0,8,0.00%,5,0,23,0.00%,18,0
하고많,VA,22,0.00%,10,0,0,0.00%,0,0,22,0.00%,10,0
자그맣,VA,22,0.00%,16,0,0,0.00%,0,0,22,0.00%,16,0
볼메,VA,22,0.00%,14,0,0,0.00%,0,0,22,0.00%,14,0
워떻,VA,22,0.00%,3,0,0,0.00%,0,0,22,0.00%,3,0
지리하,VA,22,0.00%,14,0,0,0.00%,0,0,22,0.00%,14,0
볼썽사납,VA,21,0.00%,16,0,0,0.00%,0,0,21,0.00%,16,0
희멀겋,VA,21,0.00%,14,0,0,0.00%,0,0,21,0.00%,14,0
도드라지,VA,21,0.00%,19,0,0,0.00%,0,0,21,0.00%,19,0
재수없,VA,3,0.00%,2,0,18,0.00%,6,0,21,0.00%,8,0
걸,VA,21,0.00%,14,0,0,0.00%,0,0,21,0.00%,14,0
뻔질나,VA,21,0.00%,20,0,0,0.00%,0,0,21,0.00%,20,0
헐겁,VA,18,0.00%,15,0,3,0.00%,1,0,21,0.00%,16,0
곤하,VA,21,0.00%,14,0,0,0.00%,0,0,21,0.00%,14,0
빠알갛,VA,21,0.00%,16,0,0,0.00%,0,0,21,0.00%,16,0
다름아니,VA,20,0.00%,7,0,0,0.00%,0,0,20,0.00%,7,0
뜬금없,VA,18,0.00%,13,0,2,0.00%,1,0,20,0.00%,14,0
오지,VA,20,0.00%,13,3,0,0.00%,0,0,20,0.00%,13,3
않,VA,11,0.00%,11,0,9,0.00%,7,0,20,0.00%,18,0
살지,VA,20,0.00%,15,0,0,0.00%,0,0,20,0.00%,15,0
새되,VA,20,0.00%,15,0,0,0.00%,0,0,20,0.00%,15,0
차지,VA,20,0.00%,11,0,0,0.00%,0,0,20,0.00%,11,0
악착같,VA,19,0.00%,15,0,0,0.00%,0,0,19,0.00%,15,0
멀겋,VA,18,0.00%,15,2,1,0.00%,1,0,19,0.00%,16,2
의좋,VA,19,0.00%,15,0,0,0.00%,0,0,19,0.00%,15,0
꾸밈없,VA,19,0.00%,17,0,0,0.00%,0,0,19,0.00%,17,0
보람차,VA,18,0.00%,16,0,0,0.00%,0,0,18,0.00%,16,0
가당찮,VA,18,0.00%,11,0,0,0.00%,0,0,18,0.00%,11,0
같잖,VA,16,0.00%,14,0,2,0.00%,2,0,18,0.00%,16,0
그릏,VA,0,0.00%,0,0,18,0.00%,13,0,18,0.00%,13,0
여깄,VA,0,0.00%,0,0,18,0.00%,14,0,18,0.00%,14,0
속절없,VA,17,0.00%,13,0,0,0.00%,0,0,17,0.00%,13,0
하염없,VA,17,0.00%,13,0,0,0.00%,0,0,17,0.00%,13,0
남부끄럽,VA,16,0.00%,12,0,0,0.00%,0,0,16,0.00%,12,0
잡스럽,VA,16,0.00%,12,0,0,0.00%,0,0,16,0.00%,12,0
다시없,VA,16,0.00%,8,0,0,0.00%,0,0,16,0.00%,8,0
달디달,VA,16,0.00%,15,0,0,0.00%,0,0,16,0.00%,15,0
냉하,VA,16,0.00%,8,0,0,0.00%,0,0,16,0.00%,8,0
싸하,VA,15,0.00%,12,0,1,0.00%,1,0,16,0.00%,13,0
되잖,VA,16,0.00%,14,0,0,0.00%,0,0,16,0.00%,14,0
빡세,VA,0,0.00%,0,0,16,0.00%,7,0,16,0.00%,7,0
궁상맞,VA,16,0.00%,12,0,0,0.00%,0,0,16,0.00%,12,0
밉살스럽,VA,15,0.00%,11,0,0,0.00%,0,0,15,0.00%,11,0
더없,VA,15,0.00%,14,0,0,0.00%,0,0,15,0.00%,14,0
하이얗,VA,15,0.00%,11,0,0,0.00%,0,0,15,0.00%,11,0
익살맞,VA,15,0.00%,15,0,0,0.00%,0,0,15,0.00%,15,0
쬐그맣,VA,15,0.00%,10,0,0,0.00%,0,0,15,0.00%,10,0
수월찮,VA,15,0.00%,8,0,0,0.00%,0,0,15,0.00%,8,0
암팡지,VA,15,0.00%,11,0,0,0.00%,0,0,15,0.00%,11,0
어쭙잖,VA,15,0.00%,8,0,0,0.00%,0,0,15,0.00%,8,0
분별없,VA,15,0.00%,13,0,0,0.00%,0,0,15,0.00%,13,0
달갑잖,VA,15,0.00%,12,0,0,0.00%,0,0,15,0.00%,12,0
똑바르,VA,14,0.00%,13,0,1,0.00%,1,0,15,0.00%,14,0
마땅찮,VA,15,0.00%,14,0,0,0.00%,0,0,15,0.00%,14,0
실하,VA,15,0.00%,10,0,0,0.00%,0,0,15,0.00%,10,0
박하,VA,15,0.00%,14,0,0,0.00%,0,0,15,0.00%,14,0
고깝,VA,15,0.00%,11,0,0,0.00%,0,0,15,0.00%,11,0
특별나,VA,15,0.00%,10,0,0,0.00%,0,0,15,0.00%,10,0
새삼스럽,VA,13,0.00%,7,0,1,0.00%,1,0,14,0.00%,8,0
스스럼없,VA,14,0.00%,13,0,0,0.00%,0,0,14,0.00%,13,0
한갓지,VA,14,0.00%,12,0,0,0.00%,0,0,14,0.00%,12,0
입바르,VA,14,0.00%,9,0,0,0.00%,0,0,14,0.00%,9,0
좀스럽,VA,14,0.00%,12,0,0,0.00%,0,0,14,0.00%,12,0
젖,VA,14,0.00%,6,0,0,0.00%,0,0,14,0.00%,6,0
손색없,VA,14,0.00%,14,0,0,0.00%,0,0,14,0.00%,14,0
후지,VA,14,0.00%,6,0,0,0.00%,0,0,14,0.00%,6,0
짠하,VA,14,0.00%,12,0,0,0.00%,0,0,14,0.00%,12,0
성글,VA,13,0.00%,10,0,1,0.00%,1,0,14,0.00%,11,0
시답잖,VA,14,0.00%,11,0,0,0.00%,0,0,14,0.00%,11,0
아랑곳없,VA,13,0.00%,11,0,0,0.00%,0,0,13,0.00%,11,0
허물없,VA,11,0.00%,9,0,2,0.00%,1,0,13,0.00%,10,0
어김없,VA,13,0.00%,12,0,0,0.00%,0,0,13,0.00%,12,0
변변찮,VA,13,0.00%,12,0,0,0.00%,0,0,13,0.00%,12,0
걸판지,VA,13,0.00%,6,0,0,0.00%,0,0,13,0.00%,6,0
시렵,VA,12,0.00%,9,0,1,0.00%,1,0,13,0.00%,10,0
가없,VA,13,0.00%,12,0,0,0.00%,0,0,13,0.00%,12,0
야물,VA,13,0.00%,10,0,0,0.00%,0,0,13,0.00%,10,0
따습,VA,13,0.00%,11,0,0,0.00%,0,0,13,0.00%,11,0
띵하,VA,12,0.00%,10,0,1,0.00%,1,0,13,0.00%,11,0
맹하,VA,13,0.00%,9,0,0,0.00%,0,0,13,0.00%,9,0
꿈같,VA,13,0.00%,12,0,0,0.00%,0,0,13,0.00%,12,0
달르,VA,1,0.00%,1,0,12,0.00%,9,0,13,0.00%,10,0
애닯,VA,13,0.00%,10,0,0,0.00%,0,0,13,0.00%,10,0
낯간지럽,VA,12,0.00%,12,0,0,0.00%,0,0,12,0.00%,12,0
주책없,VA,12,0.00%,10,0,0,0.00%,0,0,12,0.00%,10,0
싸아하,VA,12,0.00%,7,0,0,0.00%,0,0,12,0.00%,7,0
대수롭,VA,12,0.00%,8,0,0,0.00%,0,0,12,0.00%,8,0
괴이쩍,VA,12,0.00%,8,0,0,0.00%,0,0,12,0.00%,8,0
굵다랗,VA,12,0.00%,9,0,0,0.00%,0,0,12,0.00%,9,0
고렇,VA,9,0.00%,6,0,3,0.00%,3,0,12,0.00%,9,0
어쩧,VA,0,0.00%,0,0,12,0.00%,6,0,12,0.00%,6,0
좆나,VA,12,0.00%,5,0,0,0.00%,0,0,12,0.00%,5,0
짜르,VA,12,0.00%,3,0,0,0.00%,0,0,12,0.00%,3,0
애꿏,VA,12,0.00%,4,0,0,0.00%,0,0,12,0.00%,4,0
애띠,VA,12,0.00%,9,0,0,0.00%,0,0,12,0.00%,9,0
뚱하,VA,12,0.00%,11,0,0,0.00%,0,0,12,0.00%,11,0
감쪽같,VA,11,0.00%,10,0,1,0.00%,1,0,12,0.00%,11,0
닳아빠지,VA,11,0.00%,10,0,0,0.00%,0,0,11,0.00%,10,0
웅숭깊,VA,11,0.00%,7,0,0,0.00%,0,0,11,0.00%,7,0
의심쩍,VA,11,0.00%,9,0,0,0.00%,0,0,11,0.00%,9,0
쬐끄맣,VA,8,0.00%,6,0,3,0.00%,1,0,11,0.00%,7,0
섹시하,VA,11,0.00%,5,0,0,0.00%,0,0,11,0.00%,5,0
마뜩찮,VA,11,0.00%,9,0,0,0.00%,0,0,11,0.00%,9,0
읎,VA,11,0.00%,4,0,0,0.00%,0,0,11,0.00%,4,0
길둥글,VA,11,0.00%,6,0,0,0.00%,0,0,11,0.00%,6,0
푸지,VA,11,0.00%,9,0,0,0.00%,0,0,11,0.00%,9,0
일없,VA,11,0.00%,10,0,0,0.00%,0,0,11,0.00%,10,0
삐뚤,VA,10,0.00%,6,0,1,0.00%,1,0,11,0.00%,7,0
못잖,VA,11,0.00%,11,0,0,0.00%,0,0,11,0.00%,11,0
누르,VA,10,0.00%,8,0,1,0.00%,1,0,11,0.00%,9,0
곱다랗,VA,11,0.00%,7,0,0,0.00%,0,0,11,0.00%,7,0
온데간데없,VA,10,0.00%,6,0,0,0.00%,0,0,10,0.00%,6,0
시건방지,VA,10,0.00%,6,0,0,0.00%,0,0,10,0.00%,6,0
거북살스럽,VA,10,0.00%,9,0,0,0.00%,0,0,10,0.00%,9,0
특출나,VA,10,0.00%,10,0,0,0.00%,0,0,10,0.00%,10,0
하릴없,VA,10,0.00%,9,0,0,0.00%,0,0,10,0.00%,9,0
한량없,VA,10,0.00%,10,0,0,0.00%,0,0,10,0.00%,10,0
흐벅지,VA,10,0.00%,8,0,0,0.00%,0,0,10,0.00%,8,0
옹골차,VA,10,0.00%,8,0,0,0.00%,0,0,10,0.00%,8,0
좁디좁,VA,10,0.00%,9,0,0,0.00%,0,0,10,0.00%,9,0
배다르,VA,10,0.00%,6,0,0,0.00%,0,0,10,0.00%,6,0
막돼먹,VA,10,0.00%,9,0,0,0.00%,0,0,10,0.00%,9,0
곰살궂,VA,10,0.00%,7,0,0,0.00%,0,0,10,0.00%,7,0
턱없,VA,10,0.00%,9,0,0,0.00%,0,0,10,0.00%,9,0
희떱,VA,10,0.00%,8,0,0,0.00%,0,0,10,0.00%,8,0
가소롭,VA,8,0.00%,7,0,2,0.00%,1,0,10,0.00%,8,0
열없,VA,10,0.00%,7,0,0,0.00%,0,0,10,0.00%,7,0
유하,VA,7,0.00%,7,2,3,0.00%,2,0,10,0.00%,9,2
속없,VA,10,0.00%,8,0,0,0.00%,0,0,10,0.00%,8,0
다되,VA,10,0.00%,7,0,0,0.00%,0,0,10,0.00%,7,0
눅,VA,10,0.00%,5,0,0,0.00%,0,0,10,0.00%,5,0
지각없,VA,9,0.00%,7,0,0,0.00%,0,0,9,0.00%,7,0
거멓,VA,9,0.00%,3,0,0,0.00%,0,0,9,0.00%,3,0
대단찮,VA,9,0.00%,7,0,0,0.00%,0,0,9,0.00%,7,0
두서없,VA,9,0.00%,8,0,0,0.00%,0,0,9,0.00%,8,0
관계있,VA,9,0.00%,8,0,0,0.00%,0,0,9,0.00%,8,0
근지럽,VA,7,0.00%,6,0,2,0.00%,1,0,9,0.00%,7,0
기똥차,VA,9,0.00%,7,0,0,0.00%,0,0,9,0.00%,7,0
깊푸르,VA,9,0.00%,2,0,0,0.00%,0,0,9,0.00%,2,0
나어리,VA,9,0.00%,9,0,0,0.00%,0,0,9,0.00%,9,0
넓디넓,VA,9,0.00%,9,0,0,0.00%,0,0,9,0.00%,9,0
이러,VA,0,0.00%,0,0,9,0.00%,7,0,9,0.00%,7,0
