형태소,품사,문어_횟수,문어_비율,문어_파일,문어_의미,구어_횟수,구어_의미,구어_파일,구어_의미,전체_횟수,전체_비율,전체_파일,전체_의미
아푸,VA,9,0.00%,2,0,0,0.00%,0,0,9,0.00%,2,0
어뀫,VA,9,0.00%,1,0,0,0.00%,0,0,9,0.00%,1,0
따시,VA,9,0.00%,7,0,0,0.00%,0,0,9,0.00%,7,0
뜨시,VA,9,0.00%,4,0,0,0.00%,0,0,9,0.00%,4,0
맥없,VA,9,0.00%,8,0,0,0.00%,0,0,9,0.00%,8,0
싯누렇,VA,9,0.00%,6,0,0,0.00%,0,0,9,0.00%,6,0
로맨틱하,VA,8,0.00%,7,0,0,0.00%,0,0,8,0.00%,7,0
도탑,VA,8,0.00%,8,0,0,0.00%,0,0,8,0.00%,8,0
허여멀겋,VA,8,0.00%,8,0,0,0.00%,0,0,8,0.00%,8,0
모지락스럽,VA,8,0.00%,3,0,0,0.00%,0,0,8,0.00%,3,0
향그럽,VA,8,0.00%,7,0,0,0.00%,0,0,8,0.00%,7,0
허벌나,VA,8,0.00%,3,0,0,0.00%,0,0,8,0.00%,3,0
헌걸차,VA,8,0.00%,5,0,0,0.00%,0,0,8,0.00%,5,0
옹골지,VA,8,0.00%,8,1,0,0.00%,0,0,8,0.00%,8,1
자디잘,VA,8,0.00%,6,0,0,0.00%,0,0,8,0.00%,6,0
아슬하,VA,8,0.00%,4,1,0,0.00%,0,0,8,0.00%,4,1
뿌우옇,VA,8,0.00%,6,0,0,0.00%,0,0,8,0.00%,6,0
성마르,VA,8,0.00%,7,0,0,0.00%,0,0,8,0.00%,7,0
성스럽,VA,4,0.00%,3,0,4,0.00%,2,0,8,0.00%,5,0
꼴사납,VA,8,0.00%,8,0,0,0.00%,0,0,8,0.00%,8,0
승하,VA,8,0.00%,8,0,0,0.00%,0,0,8,0.00%,8,0
시답,VA,7,0.00%,5,0,1,0.00%,1,0,8,0.00%,6,0
동글,VA,8,0.00%,4,0,0,0.00%,0,0,8,0.00%,4,0
마르,VA,8,0.00%,4,0,0,0.00%,0,0,8,0.00%,4,0
물설,VA,8,0.00%,8,0,0,0.00%,0,0,8,0.00%,8,0
뭣하,VA,8,0.00%,6,0,0,0.00%,0,0,8,0.00%,6,0
느껍,VA,8,0.00%,6,0,0,0.00%,0,0,8,0.00%,6,0
대차,VA,8,0.00%,8,0,0,0.00%,0,0,8,0.00%,8,0
조그만하,VA,8,0.00%,8,0,0,0.00%,0,0,8,0.00%,8,0
물샐틈없,VA,7,0.00%,5,0,0,0.00%,0,0,7,0.00%,5,0
배,VA,7,0.00%,7,0,0,0.00%,0,0,7,0.00%,7,0
유다르,VA,7,0.00%,7,0,0,0.00%,0,0,7,0.00%,7,0
응달지,VA,7,0.00%,6,0,0,0.00%,0,0,7,0.00%,6,0
인상깊,VA,2,0.00%,1,0,5,0.00%,4,0,7,0.00%,5,0
저러하,VA,7,0.00%,3,0,0,0.00%,0,0,7,0.00%,3,0
야멸차,VA,7,0.00%,7,0,0,0.00%,0,0,7,0.00%,7,0
염치없,VA,7,0.00%,5,0,0,0.00%,0,0,7,0.00%,5,0
생뚱맞,VA,7,0.00%,7,0,0,0.00%,0,0,7,0.00%,7,0
매스껍,VA,7,0.00%,5,0,0,0.00%,0,0,7,0.00%,5,0
굴곡지,VA,7,0.00%,6,0,0,0.00%,0,0,7,0.00%,6,0
극성맞,VA,7,0.00%,7,0,0,0.00%,0,0,7,0.00%,7,0
기맥히,VA,7,0.00%,4,0,0,0.00%,0,0,7,0.00%,4,0
깊디깊,VA,7,0.00%,6,0,0,0.00%,0,0,7,0.00%,6,0
넓다랗,VA,7,0.00%,6,0,0,0.00%,0,0,7,0.00%,6,0
감명깊,VA,0,0.00%,0,0,7,0.00%,1,0,7,0.00%,1,0
으떻,VA,7,0.00%,2,0,0,0.00%,0,0,7,0.00%,2,0
아니,VA,7,0.00%,6,0,0,0.00%,0,0,7,0.00%,6,0
반하,VA,7,0.00%,7,0,0,0.00%,0,0,7,0.00%,7,0
번하,VA,7,0.00%,7,0,0,0.00%,0,0,7,0.00%,7,0
객쩍,VA,7,0.00%,6,0,0,0.00%,0,0,7,0.00%,6,0
궁하,VA,7,0.00%,7,0,0,0.00%,0,0,7,0.00%,7,0
기렇,VA,7,0.00%,5,0,0,0.00%,0,0,7,0.00%,5,0
겉,VA,7,0.00%,4,0,0,0.00%,0,0,7,0.00%,4,0
덜떨어지,VA,7,0.00%,6,0,0,0.00%,0,0,7,0.00%,6,0
이러저러하,VA,6,0.00%,4,0,0,0.00%,0,0,6,0.00%,4,0
갈하,VA,6,0.00%,1,0,0,0.00%,0,0,6,0.00%,1,0
나즈막하,VA,6,0.00%,4,0,0,0.00%,0,0,6,0.00%,4,0
오래되,VA,6,0.00%,5,0,0,0.00%,0,0,6,0.00%,5,0
요상하,VA,6,0.00%,6,1,0,0.00%,0,0,6,0.00%,6,1
작디작,VA,6,0.00%,6,0,0,0.00%,0,0,6,0.00%,6,0
주옥같,VA,6,0.00%,6,0,0,0.00%,0,0,6,0.00%,6,0
째째하,VA,6,0.00%,4,0,0,0.00%,0,0,6,0.00%,4,0
촌스럽,VA,6,0.00%,5,0,0,0.00%,0,0,6,0.00%,5,0
숨김없,VA,6,0.00%,4,0,0,0.00%,0,0,6,0.00%,4,0
아금받,VA,6,0.00%,3,0,0,0.00%,0,0,6,0.00%,3,0
어긋맞,VA,6,0.00%,3,0,0,0.00%,0,0,6,0.00%,3,0
여지없,VA,6,0.00%,6,0,0,0.00%,0,0,6,0.00%,6,0
본데없,VA,6,0.00%,3,0,0,0.00%,0,0,6,0.00%,3,0
뽀오얗,VA,6,0.00%,6,0,0,0.00%,0,0,6,0.00%,6,0
색스럽,VA,6,0.00%,5,0,0,0.00%,0,0,6,0.00%,5,0
다사롭,VA,6,0.00%,5,1,0,0.00%,0,0,6,0.00%,5,1
단촐하,VA,6,0.00%,4,0,0,0.00%,0,0,6,0.00%,4,0
되알지,VA,6,0.00%,4,0,0,0.00%,0,0,6,0.00%,4,0
둔덕지,VA,6,0.00%,6,0,0,0.00%,0,0,6,0.00%,6,0
맵싸하,VA,6,0.00%,6,0,0,0.00%,0,0,6,0.00%,6,0
굴뚝같,VA,5,0.00%,4,0,1,0.00%,1,0,6,0.00%,5,0
까아맣,VA,6,0.00%,5,0,0,0.00%,0,0,6,0.00%,5,0
찰지,VA,5,0.00%,4,0,1,0.00%,1,0,6,0.00%,5,0
감미롭,VA,6,0.00%,3,0,0,0.00%,0,0,6,0.00%,3,0
열쩍,VA,6,0.00%,3,0,0,0.00%,0,0,6,0.00%,3,0
조렇,VA,6,0.00%,5,0,0,0.00%,0,0,6,0.00%,5,0
즘잖,VA,6,0.00%,3,0,0,0.00%,0,0,6,0.00%,3,0
짖궂,VA,6,0.00%,5,0,0,0.00%,0,0,6,0.00%,5,0
솔찮,VA,6,0.00%,3,0,0,0.00%,0,0,6,0.00%,3,0
시덥,VA,6,0.00%,6,0,0,0.00%,0,0,6,0.00%,6,0
어줍,VA,6,0.00%,6,0,0,0.00%,0,0,6,0.00%,6,0
몽글,VA,6,0.00%,4,0,0,0.00%,0,0,6,0.00%,4,0
괄하,VA,6,0.00%,3,0,0,0.00%,0,0,6,0.00%,3,0
궁글,VA,6,0.00%,6,0,0,0.00%,0,0,6,0.00%,6,0
맞,VA,6,0.00%,5,0,0,0.00%,0,0,6,0.00%,5,0
짝,VA,2,0.00%,2,0,4,0.00%,4,0,6,0.00%,6,0
엉터리없,VA,6,0.00%,3,0,0,0.00%,0,0,6,0.00%,3,0
이러이러하,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
값있,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
생급스럽,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
시장스럽,VA,5,0.00%,1,0,0,0.00%,0,0,5,0.00%,1,0
아무러하,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
좁아터지,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
리드미컬하,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
피비리,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
피어리,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
하고하,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
하나같,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
허구많,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
눈꼴사납,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
자애롭,VA,0,0.00%,0,0,5,0.00%,1,0,5,0.00%,1,0
잘디잘,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
시덥잖,VA,4,0.00%,4,0,1,0.00%,1,0,5,0.00%,5,0
쌍스럽,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
쑥쓰럽,VA,4,0.00%,4,0,1,0.00%,1,0,5,0.00%,5,0
앙징맞,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
얄따랗,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
밉살맞,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
버얼겋,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
별쭝맞,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
볕바르,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
생때같,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
세모나,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
높푸르,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
덩그랗,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
들큰하,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
만무하,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
커닿,VA,5,0.00%,2,0,0,0.00%,0,0,5,0.00%,2,0
편허,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
후덥,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
가열차,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
여물,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
열적,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
중허,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
징허,VA,5,0.00%,2,0,0,0.00%,0,0,5,0.00%,2,0
찐하,VA,1,0.00%,1,0,4,0.00%,3,0,5,0.00%,4,0
찡하,VA,3,0.00%,3,0,2,0.00%,2,0,5,0.00%,5,0
착허,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
숫되,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
숭하,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
스럽,VA,0,0.00%,0,0,5,0.00%,4,0,5,0.00%,4,0
동뜨,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
둥굴,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
맵짜,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
구찮,VA,3,0.00%,3,0,2,0.00%,2,0,5,0.00%,5,0
귀허,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
기차,VA,5,0.00%,5,0,0,0.00%,0,0,5,0.00%,5,0
까지,VA,5,0.00%,2,0,0,0.00%,0,0,5,0.00%,2,0
더웁,VA,5,0.00%,4,0,0,0.00%,0,0,5,0.00%,4,0
독허,VA,5,0.00%,1,0,0,0.00%,0,0,5,0.00%,1,0
기,VA,2,0.00%,2,2,3,0.00%,3,0,5,0.00%,5,2
껌,VA,0,0.00%,0,0,5,0.00%,2,0,5,0.00%,2,0
빨,VA,5,0.00%,3,1,0,0.00%,0,0,5,0.00%,3,1
씨,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
지,VA,5,0.00%,3,2,0,0.00%,0,0,5,0.00%,3,2
가랍,VA,5,0.00%,1,0,0,0.00%,0,0,5,0.00%,1,0
될성부르,VA,5,0.00%,3,0,0,0.00%,0,0,5,0.00%,3,0
푸르디푸르,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
객적,VA,4,0.00%,2,0,0,0.00%,0,0,4,0.00%,2,0
약아빠지,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
뇌꼴스럽,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
던적스럽,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
되바라지,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
오죽잖,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
시뜻하,VA,4,0.00%,1,0,0,0.00%,0,0,4,0.00%,1,0
어기차,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
예스럽,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
붉디붉,VA,4,0.00%,2,0,0,0.00%,0,0,4,0.00%,2,0
성부르,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
쇼킹하,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
놀라웁,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
능청맞,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
대중없,VA,3,0.00%,2,0,1,0.00%,1,0,4,0.00%,3,0
맑디맑,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
먹먹하,VA,4,0.00%,2,0,0,0.00%,0,0,4,0.00%,2,0
곱디곱,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
깔깔하,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
낯모르,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
퀭하,VA,3,0.00%,2,0,1,0.00%,1,0,4,0.00%,3,0
퉁글,VA,4,0.00%,1,0,0,0.00%,0,0,4,0.00%,1,0
가뭇없,VA,4,0.00%,2,0,0,0.00%,0,0,4,0.00%,2,0
가즈럽,VA,4,0.00%,1,0,0,0.00%,0,0,4,0.00%,1,0
간데없,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
강파르,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
에리,VA,4,0.00%,1,0,0,0.00%,0,0,4,0.00%,1,0
옹글,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
음하,VA,4,0.00%,2,1,0,0.00%,0,0,4,0.00%,2,1
잡되,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
징하,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
차겁,VA,4,0.00%,1,0,0,0.00%,0,0,4,0.00%,1,0
뻥하,VA,4,0.00%,2,0,0,0.00%,0,0,4,0.00%,2,0
삿되,VA,4,0.00%,4,2,0,0.00%,0,0,4,0.00%,4,2
딱허,VA,4,0.00%,1,0,0,0.00%,0,0,4,0.00%,1,0
맵차,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
모르,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
모지,VA,4,0.00%,4,1,0,0.00%,0,0,4,0.00%,4,1
복되,VA,4,0.00%,2,0,0,0.00%,0,0,4,0.00%,2,0
거하,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
그러,VA,2,0.00%,2,0,2,0.00%,2,0,4,0.00%,4,0
급허,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
기럽,VA,4,0.00%,1,0,0,0.00%,0,0,4,0.00%,1,0
꽁하,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
난하,VA,4,0.00%,3,2,0,0.00%,0,0,4,0.00%,3,2
다습,VA,4,0.00%,2,0,0,0.00%,0,0,4,0.00%,2,0
덜되,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
받,VA,0,0.00%,0,0,4,0.00%,4,0,4,0.00%,4,0
쌔,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
엄,VA,4,0.00%,1,0,0,0.00%,0,0,4,0.00%,1,0
웁,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
찹,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
가찹,VA,4,0.00%,3,0,0,0.00%,0,0,4,0.00%,3,0
가프,VA,4,0.00%,1,0,0,0.00%,0,0,4,0.00%,1,0
앙징스럽,VA,4,0.00%,4,0,0,0.00%,0,0,4,0.00%,4,0
산하,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
샛되,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
생기,VA,1,0.00%,1,0,2,0.00%,2,0,3,0.00%,3,0
섭하,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
숭허,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
슬푸,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
실답,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
실허,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
심허,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
앰하,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
앰허,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
따스,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
별하,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
빡쎄,VA,0,0.00%,0,0,3,0.00%,3,0,3,0.00%,3,0
뻗세,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
구쁘,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
늙,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
들,VA,0,0.00%,0,0,3,0.00%,3,0,3,0.00%,3,0
뜨,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
슬,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
식,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
칩,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
유머러스하,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
조마조마하,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
메떨어지,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
반지빠르,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
쌍꺼풀지,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
왁살스럽,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
우쭈렁하,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
을씨년하,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
헤벌어지,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
다이내믹하,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
어리벙벙하,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
예쁘장스럽,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
희푸르,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
귀꿈스럽,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
남새시럽,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
오달지,VA,3,0.00%,3,1,0,0.00%,0,0,3,0.00%,3,1
요상허,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
음충맞,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
일매지,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
짧디짧,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
철벽같,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
철석같,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
촌시럽,VA,0,0.00%,0,0,3,0.00%,2,0,3,0.00%,2,0
숨가쁘,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
쑥씨렵,VA,0,0.00%,0,0,3,0.00%,1,0,3,0.00%,1,0
씰데없,VA,1,0.00%,1,0,2,0.00%,1,0,3,0.00%,2,0
아귀차,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
어드렇,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
언덕지,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
여무지,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
보오얗,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
불티나,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
빙충맞,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
사정없,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
서슴없,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
세모지,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
다긔차,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
동그렇,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
득달같,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
때아니,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
모자르,VA,0,0.00%,0,0,3,0.00%,3,0,3,0.00%,3,0
모잘르,VA,0,0.00%,0,0,3,0.00%,3,0,3,0.00%,3,0
무람없,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
경사지,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
곧바르,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
곧이곧,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
금쪽같,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
까딱없,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
너무하,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
넙적하,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
치우,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
헤식,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
흉허,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
흠허,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
가팔르,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
걸직하,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
검누렇,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
얼뜨,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
우숩,VA,3,0.00%,2,0,0,0.00%,0,0,3,0.00%,2,0
우하,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
젊잖,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
지리,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
뻣세,VA,3,0.00%,3,0,0,0.00%,0,0,3,0.00%,3,0
사위,VA,3,0.00%,1,0,0,0.00%,0,0,3,0.00%,1,0
쎼,VA,0,0.00%,0,0,2,0.00%,1,0,2,0.00%,1,0
얻,VA,0,0.00%,0,0,2,0.00%,2,0,2,0.00%,2,0
업,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
외,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
입,VA,0,0.00%,0,0,2,0.00%,1,0,2,0.00%,1,0
즉,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
짚,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
허,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
가물,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
가엷,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
간지,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
험허,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
홀하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
화하,VA,2,0.00%,2,1,0,0.00%,0,0,2,0.00%,2,1
훤허,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
힘쎄,VA,0,0.00%,0,0,2,0.00%,2,0,2,0.00%,2,0
힘있,VA,0,0.00%,0,0,2,0.00%,2,0,2,0.00%,2,0
가득차,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
간단없,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
갈데없,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
감사납,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
감질나,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
걸죽하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
연붉,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
열하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
염하,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
올차,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
용허,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
으세,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
이삐,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
잔밉,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
장허,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
저떻,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
저러,VA,0,0.00%,0,0,2,0.00%,1,0,2,0.00%,1,0
조옷,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
집지,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
짙붉,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
짜하,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
뼈지,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
살차,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
상되,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
상없,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
상허,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
션찮,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
속좁,VA,0,0.00%,0,0,2,0.00%,1,0,2,0.00%,1,0
순허,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
숫접,VA,2,0.00%,2,0,0,0.00%,0,0,2,0.00%,2,0
습지,VA,2,0.00%,1,0,0,0.00%,0,0,2,0.00%,1,0
어띃,VA,0,0.00%,0,0,2,0.00%,2,0,2,0.00%,2,0
