,title,datetime,content
0,"스타벅스 블랙핑크 텀블러 실물 MD 토트백 온라인 스트로베리 초코 크림 프라푸치노, 딸기 크림 초코번 솔직 후기",2023. 7. 25. 9:33,"이번에 스타벅스 블랙핑크 MD가 출시된 것
모두가 기다려왔을 것 같은데요!
그중에서도 무려 95000원짜리 텀블러가
출시되었다는 소식에 저도 저걸 사는 사람이
누가 있을까? 하는 생각이 들었지만 웬걸.. 미리 출시된 태국에서는 이미 오픈런으로
스타벅스 각종 MD, 텀블러, 콜드컵을 이미 구매해서
포스팅하는 분들이 많더라구요
그래서 저도 스타벅스 오픈하자마자 바로
달려가서 스타벅스 블랙핑크 텀블러, MD, 토트백
실물은 물론 스트로베리 초코 크림 프라푸치노,
딸기 크림 초코번 포장해서 오기도 했답니다. 이번주 출시된 것은 바로 블랙핑크 워터 보틀,
플립 텀블러, 블랙 스터드 콜드컵, 토트백
패스포트 홀더, 키체인의 6종과 함께 온라인으로만
구매가 가능한 제품들도 있기도 하더라구요
위제품들은 일반 매장에서 찾아볼 수 있는 제품인데
특히나 블랙핑크 리사가 태국에서 인기가 많잖아요!
그래서 태국 버전으로만 나온 사인컵 등은
우리나라에서는 구매할 수 없는데
사인컵 말고, 일반 머그컵은 한국에서도
출시가 되었으니 참고하세요! 이번 스타벅스 블랙핑크 MD로 출시된 것 중에서
저는 콜드컵과 패스포트 홀더를 구경하고
오기도 했는데요, 그중에서도 콜드 컵도 귀엽고
플립 텀블러도 예쁘다는 생각이 가득했어요!
태국에서는 요가 매트도 출시된 건 안 비밀!
요가 매트 정말로 실용적이고 괜찮을 것 같은데 말이죠! 그중에서도 가장 화제가 되었던 MD 텀블러는 바로
SS 블랙핑크 라인스톤 콜드컵 제품이기도 한데요
스테인리스 재질로 되어있어서 보냉 효과가
우수한 것은 물론 위쪽에 빨대가 포함되어 있어서
음료를 편하게 마실 수 있는 텀블러이기도 해요 핑크색의 라인스톤 포인트로 전체적으로
두러져 있어서 어디서나 블링 블링 반짝이는
모습을 볼 수 있는 것이 특징이고 용량은
그랑데 사이즈로 473ml의 제품이기도 하답니다
실제로 들어보면 묵직한 스타일의 스테인리스
텀블러로, 스타벅스 로고가 있는 부분을
제외하고는 핑크 스톤이 촘촘히 박혀있어
반짝임이 엄청나기도 하더라구요! 그리고 스타벅스 토트백의 실물은
핑크 핸들이 포인트가 되는 넉넉한 사이즈로
15인치의 노트북이 수납이 가능하기도 하고
내부에 따로 포켓이 있기도 하고
바디부분은 블랙, 손잡이 핸들은 핑크로
되어있어서 일반 토트백으로, 그리고 장바구니로
활용해도 좋을 것 같다는 생각이 들었어요! 바깥쪽은 블랙으로 되어있고 안쪽과 손잡이는
핑크 색상으로 되어있으며, 중간에 마그넷으로
되어있는 여닫이가 있는 것이 특징이랍니다.
토트백 가격은 33000원입니다 그리고 음료를 기다리는 동안 다른 제품들은
이미 품절이 되었는데 딱 하나 남아있는 것은
바로 키링이기도 했는데요
키링에 블랙핑크를 의미하는 다양한 소품들이
들어가 있는데 앞치마나 가방이 아닌
다른 것들이 들어가 있으면 더욱
인기가 많았을 것 같다는 생각이 들었어요
키 링 가격은 23000원입니다. 그중에서도 블랙핑크 라인스톤 콜드컵,
핑크색의 스터드 콜드컵,
스타벅스 블랙핑크 세라믹 머그,
블랙핑크 핑크 텀블러는
온라인으로 출시되어 스타벅스 앱의
온라인 스토어에서 구매할 수 있는데
벌써 모두 품절되어 있는 것 실화인가요 ㅎㄷㄷ 그리고 이번 스타벅스 블랙핑크 에디션으로
나온 음료, 빵도 먹어봐야겠죠
이번에 나온 음료는 스트로베리 초코 크림 프라푸치노,
딸기 초코 바움쿠헨, 딸기 크림 초코 번인데요
그중에서도 저는 대표 메뉴인 음료와 초코번을
함께 구매를 하기도 했어요!
매장별로 재고 수량이 상이하니 미리 앱으로
주문하고 픽업을 하러 가기도 했는데요 블랙핑크 초코 바움쿠헨, 그리고 초코번은
매장에 딱 3개, 2개 이렇게 남아있어서
아마도 오후가 되기 전에 다 소진되는 것이
아닌가라는 생각이 들었어요! 그리고 저도 이렇게 포장을 해서 집에 와서
마셔주고 초코번을 먹으면서 포스팅을
하고 있기도 한데요!
스타벅스 사진에서 본 것이나 동영상에서
본 것과는 달리 핑크색이 그렇게 진하지 않은 것이
특징이기도 해서 저런 사진들은 채도를
높여서 만든 콘텐츠라는 생각이! 저는 초코번이랑 버터를 같이 먹으면 좋을 것 같아
초코번에 버터를 추가해서 받아 오기도 했는데요
블랙핑크 = 초코 + 딸기로 해석을 했더라구요
그래서 전체적으로 음료 밑에도 초코 시럽이
들거아 있고, 초코번과 딸기 크림의 조합으로
위쪽에는 말린 딸기토핑이 들어가 있었어요 초코번을 갈라보면 위와 같은 느낌인데,
크림도 많이 들어가 있기도 하고
브리오쉬 번은 코코아 향이 나면서
달짝지근한 맛이라서 이건 아메리카노랑
먹기에 궁합이 좋을 것 같았답니다 그리고 블랙핑크 스트로베리 초코 크림 프라푸치노는
딸기우유맛에 아래에는 초코 크림을 섞고
휘핑크림, 그리고 위에는 블랙핑크 초콜릿을
얹어서 나오는 것이 특징이더라구요! 이런 신상 음료들은 저에게는 항상 너무 단 느낌이라
저는 핑크 딸기 시럽을 적게 넣기도 했어요
그래서인지 색상이 조금은 덜 나온 것 같기도 하고
맛은 딸기우유 쉐이크 맛에 아래에 초코 시럽이
더해져서 당땡길 때 시원하게 먹어주면
머리가 쨍해질 정도의 맛이랄까요?
그냥 일반적인 딸기우유 맛에 상큼한 딸기의
향이 더 올라오는 음료라고 생각하면 좋을 것 같아요! 그래서 저는 이렇게 아침을 달달하게
스타벅스 블랙핑크 음료와 브리오쉬 초코번으로
시작하기도 했는데요
재구매해서 두 번 사 먹을 예정이냐고 물어보시면
그냥 한번 호기심에 먹어본 맛으로 딱 좋고
두 번은 사 먹지 않을 것 같은 느낌이기도 했답니다. 그리고 이번에 스타벅스 블랙핑크 MD는 독특하게
블랙핑크가 실제로 언박싱하는 모습을
스타벅스 인스타에서 볼 수 있기도 했는데요
워낙에 비주얼 깡패들이다보니..
보면서 힐링하는 시간도 가져보세용 ♥️ "
1,블랙핑크 로제 설화수 퍼펙팅쿠션! 커버력 좋은 여름 쿠션팩트 추천,2023. 7. 8. 20:30,"여름에는 그 어느 때보다
베이스 메이크업 제품에 대한
눈이 높아지는 시기인 것 같아요!
발림성이나 밀착력은 당연하고,
덥고 습한 날씨가 대부분인만큼
다른 계절보다 커버력이나 지속력을
더 신경 써서 고르게 되는데요.
여름에도 피부가 좋아보이는
커버력 좋은 쿠션팩트 추천템을 들고 왔어요!
블랙핑크 로제 담당 메이크업 아티스트가 밝힌,
로제가 콘서트 때 사용했을 만큼 지속력 좋은
설화수 퍼펙팅쿠션이에요! 설화수 퍼펙팅쿠션
Sulwhasoo Perfecting Cushion
10 shades / 15g X 2 (본품 + 리필)
가격 80,000원 설화수 퍼펙팅쿠션은 리뉴얼되기 전부터
저도 여러 통 썼던 제품인데요.
10가지나 되는 다양한 쉐이드부터
사용감, 커버력, 지속력 등
정말 빠지는 곳이 없는
쿠션팩트 추천 제품이에요. 고급스럽고 세련된 디자인도
정말 마음에 드는 부분이에요.
우아함이 물씬 느껴지는 케이스부터
써 보고 싶게 만드는 느낌...! 설화수 쿠션은 퍼프 하나도
신경 써서 만들어졌다는 게 느껴졌는데요.
각진 물방울 쉐입의 폭신 탄탄한 퍼프로,
주름과 끼임이 걱정되는 눈가와
모공이 도드라지는 콧방울 등
얼굴의 굴곡진 부분까지
촘촘하게 밀착 커버해준답니다! 쿠션 내용물을 발라보면
촉촉한 보습감과 매끈한 밀착감을
느낄 수 있는 쿠션인데요.
기초 스킨케어로 유명한 브랜드인만큼
설화수만의 스킨케어 하이브리드 포뮬라*를 담아
건조한 피부도 촉촉하게 사용하기 좋고,
고커버 텍스처가 피부 결점을 커버해
도자기처럼 매끈한 피부 표현을 해준답니다!
바르는 순간 피부에 촉촉하게 스며들고,
끈적임 없이 마무리 되는 느낌이
다른 쿠션들에서는 찾아보지 못했던
편안함을 준달까요?
착 밀착돼서 24시간 동안 메이크업을
한결같이 유지해 준다고 하니,
촉촉한 쿠션, 지속력 좋은 쿠션을 찾으시는 분들께
딱 적합한 쿠션이에요!
*피부에 부담없는 스킨케어 하이브리드 포뮬라
(나노에멀전+자음액티베이터™+통기성파우더 함유) 색상도 무려 10가지로 11호부터 25호까지
명도와 채도에 따라 세분화되어 있어
내 피부에 착 붙는 컬러로 선택하기 좋아요.

17C1 쿨 바닐라, 21C1 쿨 베이지를 들고 왔는데
두 호수 다 보통 21호 쓰시는 분들이
화사한 여름 메이크업을 할 때
쓰기 좋은 것 같아요.
국내 브랜드 쿠션 중에는
이렇게 다양한 쉐이드를 가진 제품이 많지 않은 만큼
쿠션 색상 고를 때 늘 뭔가 아쉬우셨다면
설화수 퍼펙팅쿠션을 써보시면 좋을 것 같아요! 저는 조금 더 밝은 톤의 17C1 쿨 바닐라 컬러로
베이스 메이크업을 해보았어요.
웜톤 쿨톤 가릴 것 없이 자연스럽게 착 붙는
핑크 베이지 컬러로 발색되어요. 톡톡톡 두드려주면 촘촘하게 밀착되면서
피부에 얇게 스며드는 가벼운 쿠션이라
피부가 답답하지 않고 편안해요!
눈 아래쪽부터 볼에 넓게 발라준 상태인데
벌써 홍조와 잡티가 자연스럽게
커버되어 가는 모습이 보이시죠 ㅎㅎ
Advanced 슬림핏 하이 커버리지 기술*이
적은 양으로도 모공, 잡티, 미세주름, 붉은기 등
결점을 완벽하게 가려주기 때문에,
한겹커버만으로도 즉시 피부 결점을 커버하고
매끈한 피부결을 연출해 준답니다!
*입자 코팅 기술과 3단 밀링 공정으로 입자를 더욱 곱게 고르게 하여 높은 밀착력을 이끌어내는 설화수만의 커버리지 기술 바르고 나면 자연스러운 광채가 올라오는데
실키하고 보송한 마무리감으로
세미매트하게 마무리되어요.
커버력 좋은 쿠션이라
굳이 여러 번 덧바르지 않고 한겹커버만으로도
잡티와 모공, 붉은기를 꼼꼼하게 가려주니까
컨실러가 따로 필요 없더라구요 ㅎㅎ
커버력도 좋은데 피부가 숨쉬듯 편안해
덥고 습한 여름에도 답답하지 않았어요!
그래서 여름 쿠션 추천템으로도
좋은 제품이에요! 설화수 퍼펙팅 쿠션 하나만 발라도
요렇게 예쁜 피부 표현이 나와요!
전체적으로 유수분감이 너무 많지 않고,
반대로 매트하거나 건조하지 않게
밸런스가 잘 잡힌 사용감이랄까요?
그래서 피부 좋아 보이는 쿠션으로
피부 타입에 상관 없이
누구나 사용하기 좋을 것 같아요!
실제로 임상 실험 결과
전반적 만족도 100%, 모공 커버 만족도 95%,
붉은기 커버 만족도 95%나 만족했다고 해요!
그 외에도 시간이 지나도 피부가 편안한 느낌 90%,
피부 컨디션이 좋아보인다 92.5%,
건조한 느낌이 없다 90%로,
거의 모든 유저들을 만족시킨 촉촉한 쿠션이에요.
*조사기관 : LEENOA 컴퍼니 / 조사기간 : 2021.03.22 ~ 28
조사대상 : 2839 한국 럭셔리 쿠션 유저 40명 땀과 유분이 폭발하는 더운 날을 버틸 수 있는
여름 쿠션으로 적당한지 보려면
지속력 부분도 체크해봐야겠죠!
참고로 저는 건성에 가까운 복합성이고,
여름만 되면 나비존 부분에서
유분이 폭발하는 타입인데요.
설화수 쿠션은 콧방울 부분만 살짝 지워진 정도?
몇 시간 지난 후에도 베이스 메이크업이
지저분하게 무너지거나 날아가지 않고,
비교적 깔끔하게 유지된 걸 확인할 수 있어요! 블랙핑크 로제 메이크업에도 쓰이는
#로제쿠션 설화수 퍼펙팅쿠션은
기획전을 통해 좋은 혜택으로 만나보실 수 있어요! 커버력 + 지속력 좋은 쿠션을 찾고 계셨다면
이번 여름 메이크업을 위한
여름 쿠션팩트 추천드리니
꼭 사용해보시길 바라요 ✨ 설화수 퍼펙팅쿠션을 소개하면서 설화수로부터 경제적 대가(원고료)를 지원받았음을 명시합니다."
2,"베트남 블랙핑크 티켓 투기로, 6천만 동 손실 호소",7시간 전,"블랙핑크 티켓 투기로, 6천만 동 손실 호소(약300만원)
지난 6월 말, 블랙핑크 하노이 콘서트 개최 소식이 알려지자 베트남 온라인 커뮤니티에서 뜨거운 반응이 쏟아졌다. ‘블랙핑크 콘서트에 꼭 가야겠다’는 긍정적인 반응이 이는 가운데 블랙핑크 콘서트의 티켓 투기 구매 또한 성행했다. 이들은 원가의 티켓을 사들여 웃돈을 얹어 되팔려 했다.
N. H. 씨는 이처럼 엄청난 이익을 얻고자 티켓 판매가 개시되는 당일, 자금을 들여 15명을 포함한 ‘구매팀’을 구성하고 PC방을 대여했다. 총 47장의 티켓을 성공적으로 구매하고 이에 따른 거대한 수익을 기대했다. 그러나 기획사의 구단선 이미지 사용, 부실한 무대 리스트 등 해당 콘서트 관련 논란이 잇따라 불거지면서 블랙핑크 콘서트 불매 운동까지 발생하여 티켓 매진이 어려워졌다. 출처: Dantri
또한, N. H. 씨와 같은 투기 구매자가 많아 블랙핑크 콘서트 관련 페이스북 그룹에서는 한때 한 명의 구매자에게는 21명의 양도자가 있을 정도로 티켓 양도 게시물로 도배되었다. 더구나 티켓이 QR코드로 발송된다는 사실을 악용해 한 장의 티켓을 여러 사람에게 헐값에 양도하는 사기 행위가 급증했다.
이로 인해 큰 이익을 얻고자 했던 투기 구매자들은 티켓을 다 팔지 못할까 봐 점차 싼 가격에 양도하게 되었다. 심지어 티켓 양도 사기가 기승을 부리는 상황에서 티켓 판매업체가 갑자기 티켓 판매를 중단하여 티켓 양도 시장이 더 혼란스러워졌다.
N. H. 씨의 경우, 지인과 국내외 암표 사이트 등을 통해 겨우 35장의 티켓 양도를 성사시켰다. 그러나 아직까지 판매되지 않은 12장의 티켓과 인력 비용 등을 고려하면 무려 6천만 동 이상의 손실을 입었다. 또한, 입장권 팔찌를 받아야 콘서트장에 입장할 수 있기 때문에 양도 완료 이후에도 국내외 팬을 지원하는 데 많은 시간과 공을 들여야 한다. 이로 인해 N. H. 씨는 친구들과 하롱베이 여행 계획을 포기해야 했다.
N. H. 씨를 비롯한 많은 투기 구매자들은 큰 손실이 발생했으며, 뜻대로 되지 않는 투기 행위로 인해 지친 상태라고 전했다.
출처: Dantri 위의 기사도 대부분 표를 대량으로 구매했다가 되팔려고 공연장으로 나온경우인데 많이 손해를 보는
경우가 발생한듯
베트남의 아직 제대로된 공연장이 없는게 다양한 공연문화를 진행할 수 있는 기반이 없고,
실내가 아닌 실외 공연의 경우 우기에는 비와 건기에는 더위로 인해 모든 진행이 어려움이 동반된다. 공연 맞는 적당한 구매력이 아직 소득수준 대비 부족하여 티켓이 매진되는 경우가 많지 않다.
-실제적으로 가고 싶은 친구들보다 이런 표장사하려는 사람들로 인해 더 혼란스럽고 공연이 정상적으로
진행하는데 어려움을 겪는다.
아래 아리아나 그란데도 동일한 이유로 취소했다는 이런 내용을 접하고 진행사(iMC- 중국대행사 이번행사의 여러 문제로 취소될 뻔한 위기를 여러번)는
늦게 어제 마지막 공연을 앞두고 공연장에 별도의 티켓판매소를 열었다.
한국 걸그룹 블랙핑크가 월드투어 하노이 콘서트를 앞두고 때아닌 논란에 휩싸였다. 콘서트 주관사가 베트남에서 금기인 '남해구단선(南海九段線)'을 묘사한 홍보물을 사용했기 때문이다.
남해구단선(베트남명 ‘소의 혀’)이란 베트남 동해(남중국해)에 중국이 자국 영해라며 일방적으로 9개의 점을 이어 그은 U자형(소의 혀 모양과 유사)의 선을 말한다.
블랙핑크 콘서트 홍보물과 관련, 레 탄 리엠(Le Thanh Liem) 문화체육관광부 수석조사관은 “소식을 접하고 즉각 해당 웹사이트에 대한 조사에 나설 것을 공연예술국을 비롯한 관련부서에 지시했다”고 밝혔다.
이와관련, 콘서트 주관사인 iME엔터테인먼트(iME Entertainment, 이하 iME)의 브라이언 초우(Brian Chow) CEO는 지난 6일 “해당 이미지는 베트남 자회사 웹사이트가 아닌 다른 아시아 시장에서 가져온 것”이라고 해명하며 ""신중치 못한 행동으로 베트남 국민들에게 심려를 끼쳐 사과드린다""고 밝혔다.
초우 CEO는 그러면서 “우리의 목표는 베트남 팬들에게 최고의 아티스트와 공연을 선보이는 것”이라며 “우리는 모든 국가의 주권과 문화를 존중한다""고 다시한번 해명과 사과를 했다.
iME는 지난 4일 블랙핑크의 ‘본핑크:월드투어 하노이(BORN PINK:WORLD TOUR HANOI)’ 콘서트 입장권 판매 소식과 함께 남해구단선을 묘사한 U자형 이미지가 포함된 홍보물을 자사 웹사이트에 게시해 논란을 빚었다. 현재는 이와 관련한 정보를 찾아볼 수 없는 상태다.
iME는 중국 베이징에 본사를 둔 아시아 최대 공연기획사로 한국을 포함해 아시아 10개국에 자회사를 보유하고 있다."
3,스타벅스 블랙핑크 스트로베리 초코 크림 프라푸치노 & MD 텀블러,2023. 7. 25. 9:05,"스타벅스 블랙핑크 스트로베리 초코 크림 프라푸치노 & MD 텀블러 7월 25일 한정 출시한 스타벅스 신메뉴는
블랙핑크외의 콜라보레이션으로 진행이 되었어요
한국을 포함한 아시아 9개 나라에서
동시에 런칭하는 스벅 신메뉴
블랙핑크 스트로베리 초코 크림 프라푸치노를
아침 출근길 당충전 음료로 바로 마셔보았어요 그리고 블핑 멤버들이 픽한
블랙 & 핑크 컬러 조합의
MD상품들도 살펴볼 수 있었는데요!
출시 금액으로 정말 핫했던 텀블러에서부터
콜드컵과 워터보틀, 토트백까지
다양한 스타벅스 블랙핑크 콜라보 MD 제품들도
함께 구경해본 후기 남겨보아요 스타벅스 카페에 들어서자마자
바로 보이는 이날의 신메뉴들!
블랙핑크 스트로베리 초코 크림 프라푸치노 음료는
아시아 9개 나라에서 모두 마셔볼 수 있고요 베이커리 제품 2 종류인
블랙핑크 딸기 초코 바움쿠헨과
블랙핑크 딸기 크림 초코번은
오직 한국에서만 출시된 제품이었어요 아침부터 바움쿠헨은 너무 과한 것 같아서
저는 스트로베리 초코 크림 프라푸치노만 주문해보아습니다
달콤 향긋한 딸기와
부드러운 오트 밀크로 만든
러블리한 컬러의 프라푸치노가
블랙 다크 초콜릿과 어우러진 음료인데요! 가격은 6,500원이지만
이번 신메뉴는 별 12개 적립 무료 음료 쿠폰도
사용이 가능해서 저는 쿠폰을 사용했어요! 휘핑크림도 연한 분홍빛의
딸기 휘핑이 듬뿍 올라가고요 강렬한 블랙핑크 로고의 초콜릿이
크림 위에 장식이 되어 있는
아기자기한 느낌이 드는 스타벅스 프라푸치노에요 음료를 기다리는 사이에 스타벅스 카페에 진열된
블랙핑크 콜라보레이션 MD 제품들도 둘러보았어요 새로 출시한 블랙핑크 X 스타벅스 MD 구성
블랙핑크 라인스톤 & 블랙 스터드 & 핑크스터드 콜드컵
이렇게 콜드컵 3종류와 함께
SS블랙핑크 플립 텀블러 & 핑크 텀블러
그리고 워터보틀까지 총 6종류였고요
그 외에도 세라믹 머그와 토트백, 키체인,
패스포트 홀더까지 총 10가지 종류로 구성이 되어있어요 무려 95,000원의 가격으로 사람들을 놀라게한
리사 픽 MD 블랙핑크 라인스톤 콜드컵 실물이 궁금했는데
아쉽게도 이 날 제가 방문한 스타벅스 매장에
이미 다 팔렸는지 진열이 되어 있지 않았어요
로제 픽 제품인 핑크 텀블러도
온라인에서만 만나볼 수 있다니 참고하세요💚 개인적으로는 블랙핑크 지수 님이 픽한
핑크 스터드 콜드컵이 블링블링 아주 예뻤는데요!
핑크 컬러 스터드가 포인트도 되고
무려 710ml 용량이지만
플라스틱 재질로 무게도 가벼웠어요 웨이팅 25번을 받아서
10분 정도 대기 후 받아본 신메뉴! 아무래도 오트 베이스의 음료이다보니
엄청 화사한 핑크 컬러는 아니고요
적당히 화사한 느낌의 핑크색 프라푸치노 아래에 다크초콜릿 시럽이 듬뿍
깔려있어서 마시자마자 달콤함이 충전되는 느낌이에요 그동안 스타벅스의 딸기 요거트 블렌디드나
딸기를 사용한 음료들은
너무 새콤한 느낌이거나 단 맛을 극대화한 느낌이었는데요
이번 신메뉴는 오트와 함께 구성이 되어서
너무 달지 않은게 매력 포인트였어요! 스타벅스 블랙핑크 스트로베리 초코 크림 프라푸치노 맛은
오트 + 딸기 조합으로 부드러운 맛을 내면서
쌉싸름하게 진한 다크 초콜릿 시럽이
딸기와 조화를 이루는 맛이었답니다 맛이 엄청 달달한 편은 아니지만
톨 사이즈 기준 블랙핑크 스트로베리
초코 크림 프라푸치노 칼로리가 무려 330kacl에요
탄수화물 560g, 당류 45g에
나트륨 180mg에 지방 11g까지
순식간에 살이 찔 듯한 칼로리라 자주는 못 마실 것 같아요 그래도 약간 은은하게 느껴지는 단 맛이
너무 과하지 않아서 질리지않으면서
계속 손이 가서 생각보다 더 맛있게 마셨어요! 상큼하다기보다는 부드러운 단 맛이라
가을까지도 쭉 마실 수 있다면 좋을 것 같은데
이번 스타벅스 블핑 콜라보레이션 신메뉴는
8월 21일까지만 한정으로 마셔볼 수 있어요!
저는 워낙 아이스 아메리카노 커피를 좋아하지만
그래도 한 번 정도 더 마셔볼 의향이 있답니다💖 "
4,"투스젬 뜻, 가격, 부작용? (블랙핑크 리사, 영지 등 연예인들)",2023. 7. 1. 20:09,"안녕하세요 여러분
수여니에요!
지난달 불가리 세르펜티 75주년 행사에
참석한 블랙핑크 리사의 환한 미소 속
반짝이는 투스젬 보셨나요?
예전에도 많은 스타들이 치아에
피어싱을 하는 걸 보고 신기했었는데요.
점점 패션의 일부가 되면서
인기가 많아지고 있더라고요! 그래서 치아에 주얼리를 붙여 장식하는
투스젬 tooth gems에 대해서
알아보려고 합니다!
가격, 부작용까지 살펴볼게요. 투스젬 뜻은 말 그대로 치아를 뜻하는
Tooth와 보석을 뜻하는 Gem을 뜻하는 말로
치아의 보석이에요.
네일아트를 하듯 치아에도 액세서리를 붙여
개성을 뽐내기 시작한 거죠! 블랙핑크 리사는 뮤직비디오에서도
치아에 피어싱을 하면서 강렬한
인상을 줬었는데요.
이제는 귀걸이, 목걸이 같은 느낌이랄까?
어떤 모양을 붙이냐에 따라
달라지는 거 같아요. 투스젬 부착 과정은 생각보다 단순하더라고요.
따로 치아를 갈아내지 않기 때문에
크게 부작용이 없지만 음식을 먹은 후
제대로 관리를 하지 않으면 이물질이 끼어
이가 썩을 수 있다고 하고요.
제거하는 과정에서 치아에 손상을
줄 수 있다고 하니 되도록이면
치아에 대해 이해가 높은 치과에서
상담 후 진행하시는 것이 좋을 것 같네요. 투스젬 가격은 주얼리 종류와 개수에 따라
다르지만 평균 10만 원대라고 하고요.
제거 비용은 치아당 1~2만원정도라네요.
치아 하나에 주얼리를 여러개 붙였다면
추가 비용이 발생한다는 점~
어떻게 관리하냐에 따라 유지 기간은
짧게는 한달, 길게는 6개월까지
가능하다고 합니다. 시술 시간은 10~15분 정도이며,
붙이는 큐빅 갯수에 따라 시간은
늘어난다고 해요.
주의할점도 있는데요.
탄산이나 술의 경우 주얼리는 붙인 부위를
녹여 유지시간을 줄일 수 있다고 하니
참고해주세요! 이영지 님도 체리 모양으로
투스젬을 했었다고 밝혔었는데요.
현재는 하고 있지 않더라고요. 또한 에스파 닝닝도
TMI라고 하면서 라이브에서
살짝 보여주더라고요. 반짝! ㅎㅎ 올백 머리로 불가리 행사에 등장한
리사를 보고 100억 받은 거냐는
말이 있던데 진짜일까요? ㅋㅋ
예전에 한 예능에서 100억 주면
올백 한다고 앞머리 사수를 했었거든요~
궁금궁금 ㅋㅋ 살짝 TMI 정보를 드리자면...
이날 블랙핑크 리사는 BVLGARI
Mediterranean Eden Serpenti Collection
귀걸이, 목걸이, 팔찌 이렇게 착용했고요.
드레스는 DANIELLE FRANKEL
Simone Gown
구두는 Amali Alta Sandal입니다. 지금까지 투스젬 뜻과 가격, 부작용 등을
알아봤는데요.
숙련된 곳에서 한 번쯤 해보시는 것도
괜찮을 것 같네요! #투스젬 #투스젬뜻"
5,!블랙핑크 제니 춤 대충 춘다 논란 해명 공연 중 자꾸 다쳤다!,2023. 7. 15. 11:40,"!블랙핑크 제니 춤 대충 춘다 논란 해명 공연 중 자꾸 다쳤다! .블랙핑크 제니가 공연 중에 자꾸 다쳐서 스트레스를 받았다고 털어놓고 하이힐을 신는 고충도 토로했당.
.제니는 14일(현지시간) 공개된 영국 출신 팝스타 두아 리파의 BBC 팟캐스트에 출연해서 이처럼 말했당.
.제니는 ""공연 중에 계속 다쳤다. 스트레스가 되는 일이었다""고 말했다. 그는 ""'자, 시작' 하고선 넘어지고 또 넘어지고 하는 식이었다""며 ""최선을 다하지 않는 것처럼 보여서 팬들이 실망하게 한 것 같다""고 말했당.
.그는 ""내 몸을 어떻게 컨트롤해야 할지 몰랐다고 말하고 싶다""면서 ""팬데믹 이후 지금까지 몸을 돌보는 것을 배웠다""고 설명했당.
.그는 ""솔직하고 싶었다. 아니, 나 자신에 관해 배워가는 단계임을 팬들에게 알리고 싶었다""고 말했당.
.BBC는 제니가 춤을 대충 춘다는 비판을 인정한 것은 처음이라고 말했당.
.BBC는 기준이 높고 통제가 강한 K팝 세계에선 이렇게 인정하는 것이 이례적이라고 말했당.
.그러면서 제니는 프로답지 못하다는 지적을 받았는데, 실은 대부분 서구 아티스트들보다 높은 기준을 유지하고 있다고 BBC는 말했당.
.제니는 인터뷰에서 하이힐을 신고 춤을 추는 것이 힘들다고 말했당.
.그는 ""어떤 사람들은 힐을 신고도 잘하는데 내 발은 맞지 않는다""며 ""이동을 하느라 발이 부었을 때 힐을 신고 춤을 추면 체력이 떨어진다""고 말했당.
.BBC는 제니가 최근엔 발목 지지대가 있는 부츠나 굽이 낮은 구두 등 좀 더 편한 신발을 선택한다고 말했당.
.제니는 더 알리고 싶은 한국의 문화에 관한 질문을 받고는 ""음악산업에 관해서 말하고 싶은 것은 우리가 지향하는 업무 윤리""라며 ""우리 직업과 관련된 모든 것 그리고 6년 연습생 시절을 어떻게 보냈는지에 관한 것""이라고 말했당.
.그러나 연습생 시절에 정체성을 어떻게 지켜냈느냐는 질문에는 힘든 환경이었음을 시사하기도 했당.
.두아 리파는 '적자생존' 같다거나, 다른 배우나 음악가들이 오디션 때 하는 것과 비슷하다고 평하기도 했당.
.제니는 연습생 때 영어 때문에 랩을 하라고 시켜서 하게 됐으며, 데뷔 후에 번아웃을 겪기도 했다고 말했당.
.제니는 10살에 인사말만 안 채로 뉴질랜드로 가서 한국과 다른 학교생활을 하며 행복하게 지냈고, 한국인 홈스테이에서 지내면서 두 나라 문화의 좋은 점을 배우며 성장했다고 말했당.
미국 코첼라 뮤직 페스티벌에 헤드라이너.로 선 이후 감정이 북받쳐서 눈물을 쏟아낸 일도 털어놨당.
.블랙핑크가 아닌 자신은 새로운 걸 배우는 걸 좋아하는 '너드'라면서 ""일이 없을 땐 무작정 도예 수업에 가거나 프랑스어를 배운다""고 말했당.
.두아 리파는 제니가 자기 친구라고 소개하고, 블랙핑크가 한국 문화를 알리는 방식이 마음에 든다고 말했다. 두아 리파는 2018년 블랙핑크와 '키스 앤드 메이크 업'(KISS AND MAKE UP)을 합작했당.
.제니는 팟캐스트 출연 경험은 처음이라고 밝혔당. 제니
프로필 나이
1996년 1월 16일(27세)"
